"Who was the first artist that has come to be considered modern?","I think it depends how you are meaning modern.     Clement Greenberg says Manet is the beginning of the Avant Garde, because of his clear rejection of previous romanticism, and reflecting life rather than ideals. I've also heard Cezanne or Kandinsky and the Blue Rider group, because of their willingness to throw away form.    Picasso seems the strongest in challenging the aesthetic and what the requirements of art are. Matisse and the Fauves were also rejecting standards and opening the palatte.    I also like Duchamp for truly asking people to question what is art? why do i think something is art?","ArtsHumanities"
"My realtor wants to list the craters on the MLS listings.","Virgin Galactic is offering this as soon as 2008 for the low price of 100 million USD. Realistically, it will probably take more than a few years to ramp up tourist missions to the moon, especially if no one is signing up...","ScienceMathematics"
"How do we market and advertise when we are a very small business?","I've seen direct mail work wonders for small businesses. I receive ValPak coupons at my house, and most of the coupons in it are for local small businesses.     Also, having a way to collect email addreses from customers willing to receive more information from your company, and then mailing promotional and other information periodically can be very effective.","BusinessFinance"
"What is the average price for a condo/townhouse in San Jose","I recently came across a site that offers some pricing information for the silicon valley:","BusinessFinance"
"Bordeaux wines are classified into first to fifth growth wines. There are only 5 first growth wines. Why did this classification come into being and why is it still in place","The Bordeaux classification system was introduced in 1855.     More information is in the attached link.","FoodDrink"
"<br>There are many different names. Who decide what will be the next Pope's name?","He selects it himself.","SocietyCulture"
"astronomy. I would like to know how many days hours, or weeks it would take to get to the Moon from Earth.","It depends on what you are sending. The Apollo missions were the last set of *manned* missions to the moon, and here is the travel time:    Launched: 16 July 1969 UT 13:32:00 (09:32:00 a.m. EDT)  Landed on Moon: 20 July 1969 UT 20:17:40 (04:17:40 p.m. EDT)    It took about 4 days to get there. Rocket technology has not change too much since then so you can expect that getting people to the moon at this point would take about the same amount of time.    If you are dealing with a non-human payload, you may be able to cut down time, both because it is likely lighter, and because you don't need to worry as much about damaging G-forces.    I've included a link that has the history of all missions to the moon, manned and unmanned.","ScienceMathematics"
"Does cocoa have more or less antioxidants than green tea? What are the benefits of drinking cocoa drinks?","Cornell University study found that cocoa has up to 3 times the antioxidants of those in green tea, and twice red wine.    The reason that cocoa leads the other drinks is its high content of compounds called phenolic phytochemicals, or flavonoids, indicating the presence of known antioxidants that can stave off cancer, heart disease and other ailments. However, the health benefits are still controversial because of the saturated fats present in chocolate.","FoodDrink"
"How do I reset the root password in Linux?","Here's how to do it.  I would have had to dig up the CD's (who knows where they are) and do a recovery that way, or download something from Tom's Root and Boot Site. I had access to the Grub loader, so I had it easy.    If you've lost your root password, you might be able to recover it this way. However, some systems are protected with boot loader passwords that won't let you do that without THAT password. If the boot loader is password protected, you need to boot from other media - for newer systems, the install CD probably has the recovery tools for that (linux rescue for example).    But let's try it the easy way first. The first thing to try is to boot to single user mode. This MIGHT not work for you, because your system might be configured to still ask for a root password to get to single user mode. If that's the case, we'll use another trick that replaces init with /bin/bash.    First, try single user. If you don't see either a LILO or GRUB boot screen, try hitting CTRL-X to get one. If it's LILO, just type linux single and that should do it (assuming that linux is the lilo label). If GRUB, hit 'e, then select the kernel line, hit e again, and add single (or just 1) to the end of the line. Press ENTER, and then b to boot. (More modern grub uses a to append to the boot line)    You should get a fairly normal looking boot sequence except that it terminates a little early at a bash prompt. If you get a Give root password for system maintenance, this isn't going to work, so see the init version below.    If you do get the prompt, the / filesystem may not be mounted rw (although mount may say it is). Do    mount -o remount,rw /  If that doesn't work (it might not), just type mount to find out where / is mounted. Let's say it is on /dev/sda2. You'd then type:    mount -o remount,rw /dev/sda2  If you can do this, just type passwd once you are in and change it to whatever you like. Or just edit /etc/shadow to remove the password field: move to just beyond the first : and remove everything up to the next :. With vi, that would be /: to move to the first :, space bar once, then d/: and ENTER. You'll get a warning about changing a read-only file; that's normal. Before you do this, /etc/shadow might look like:    root:$1$8NFmV6tr$rT.INHxDBWn1VvU5gjGzi/:12209:0:99999:7:-1:-1:1074970543  bin:*:12187:0:99999:7:::  daemon:*:12187:0:99999:7:::  adm:*:12187:0:99999:7:::  and after, the first few lines should be:    root::12209:0:99999:7:-1:-1:1074970543  bin:*:12187:0:99999:7:::  daemon:*:12187:0:99999:7:::  adm:*:12187:0:99999:7:::  You'll need to force the write: with vi, :wq!. (If that still doesn't work, you needed to do the -o remount,rw, see above).    Another trick is to add init=/bin/bash (LILO linux init=/bin/bash or add it to the Grub kernel line). This will dump you to a bash prompt much earlier than single user mode, and a lot less has been initialized, mounted, etc. You'll definitely need the -o remount,rw here. Also note that other filesystems aren't mounted at all, so you may need to mount them manually if you need them. Look in /etc/fstab for the device names.    Keep this in mind if you have a Linux machine in a publically accessible place : without more protection, it's not usually hard to recover a lost root password, which means it's just as easy for someone to CHANGE it, or access root without your knowlege.    Another way to do this is to remove the password from /etc/shadow. Just in case you screw up, I'd copy it somewhere safe first. You wan","ComputersInternet"
"Hi, <br><br>Our 17 month old has started hitting, we don't believe in physical discipline. Any tips other parents would recommend? <br><br>We currently tell him no hitting, hitting hurts, and he kind of gets it. But sometimes clearly that doesn't help much...particularly when he's frustrated. <br><br>Any tips?","you're on the right track in understanding that he's frustrated. my viewpoint is that the frustration really comes about in not being able to communicate what he wants to person being hit. the hitting action then becomes his only recourse because he sees that it gets your attention.    something my daughter's preschool does is a time-with versus a time-out and i found better results with my 3 year old. the first thing discussed is having her empathize with the other person by going beyong the hitting hurts and asking her how do you think hitting makes her feel? the second thing we do is get her to communicate her frustration is words rather than action, helping her along the way with getting the words right.","PregnancyParenting"
"Do math olympiads begin at Elementary level or at Middle or at High school?","The official math olympiad competition is really more for high school students and the organization (math assocn of america) hosts a number of competitions that determine whether students will qualify to take the math olympaid tests.    The org also hosts a number of other competition for other students from jr. high and below but those are separate.","ScienceMathematics"
"What are the indicators that a chimney sweeping is required?","here's a relevant faq.","HomeGarden"
"what are the limitations for that kind of an istallation","1. Physical compatibility- does the new engine work with the existing transmission? If not, is a transmission available that will fit the chassis? Does the increased weight of the engine require a new set of springs and shocks up front so as not to upset the handling balance?    2. Electrical compatibility- does the stock wiring harness and ECU work? If not, how much work to rip out the harness and put in a compatible one. Is a compatible harness available or does it need to be custom made (often this is a bigger obstacle than 1.)    3. Durability. If there is a 3.0L version of the car that you currently own, does it have different components to withstand the stress of the extra power? Specifically universal joints, driveshafts, and brakes.    Often it is easier and cheaper to sell your car and buy the 3.0L version of the car you own.","CarsTransportation"
"For colIege admission, is it better to take AP classes and get Bs or easy classes and get As?","I used to work in a college admissions office for a major university and they used a specific formula for calculating GPAs. They did this to put everyone on an even playing field - so that high schools that don't weight AP classes differently would be measured the same as those that do. Though I don't remember the specific calculation anymore, I definitely remember that AP classes were given a higher score. I'd suggest you take the AP class and try for the best grade you can get - because ultimately it'll be weighted higher at the college/university you are interested in, giving you a better chance of getting in!","EducationReference"
"I hoped to get in the Mission Ranch Resort for my anniversary but they're sold out for one of the nights I need. Anyone have a suggestion?","The best high end hotels are Post Ranch Inn and the Ventana Inn, just south of Carmel. The Lodge at Pebble Beach and the Inn at Spanish Bay are also luxurious hotels near Carmel. The Highlands Inn in Carmel is more reasonably priced but less romantic/intimate. The Tickle Pink Inn is even more moderately priced and has great views","Travel"
"Looking for great brunch places in the Peninsula (Woodside, Palo Alto, Menlo Park, Moutain View, etc.)? I love to eat outside in the sun so anything with a patio would be great and anything that can also accommodate a large group of people. Thanks!","Nora's Cafe is a great little place for brunch. You'll feel like you're back at home! :)","DiningOut"
"Complicated question: Here goes. <br><br>I currently live in NYC (with wife and kids), and won't be moving out to California until December, even though I began working at Yahoo in April (I'm commuting every week x-country). <br><br>I say that as background because my 95 year old grandfather in New Haven, CT just decided to give me his old car (a 2002 Toyota of some kind). Until we move out to California, however, we're going to be parking it my wife's sister's in Stamford Connecticut. <br><br>So here's the question: Can I register the car now in California or do I have to wait until it has physically arrived in the state? <br><br>And if not, how much extra is it going to cost me to register now in New Haven and then to reregister it again in California? If the additional money is significant, we'll probably just wait until we come to California, because we have very little need to use the car until then. <br><br>Hope that all made sense.","i've done that recently. the car must be physically located in california. they needto inspect it and such.    btw - you have to do that a month or so after you get it in the state or you get a fine.","CarsTransportation"
"I believe Cartalk said its ok, but they are just radio personalities....","While it is true that putting premium gas in a car designed for regular is a waste of money, the opposite is not true. Contrary to popular belief, premium gas has the same or even less energy than regular, the sole difference being the temperature at which it will ignite.     Many cars that require premium gas require it because their engines run at high temperatures and/or compression and regular gas will ignite prematurely causing detonation, which sounds like a knocking in the engine. Modern cars do have sensors which detect this condition and will dial back the power accordingly to prevent damage but the point is that the condition has to occur for the engine to respond.     In effect, a tiny amount of damage can occur every time to fill your car with regular gas. While putting regular in by accident once in a while is probably fine, the effect of the damage is cumulative and probably not worth the couple hundred you save every year. If you have a turbocharged car then you should NEVER put in regular gas. Ever. The same is true for high revving, high output Honda VTEC engines like the S2000 or Prelude.    PS- Cartalk also advised some listeners that the interior of their Honda Element was washable with a hose. Some poor listener did this and inflicted hundreds of dollars in damage to their car by soaking electronic components. Let the listener beware...","CarsTransportation"
"For examples, <br><br>Bill = William, <br>Dick = Ricard","Al - Albert, Alfred, Alan  Bob - Robert   Beth - Elizabeth   Bill(y) - William   Cathy - Catherine   Chris - Christopher  Deb(bie) - Deborah, Debra   Dick(y)(ie) - Richard   Don(nie)(y) - Donald  Dom - Domenic, Dominic   Ed(die)(dy) - Edward  Fred(dy)(die) - Frederick  Jim(my)(mie) - James   Joe(y) - Joseph   Kate - Katherine   Kim - Kimberl(e)y   Larry - Lawrence   Liz - Elizabeth   Maggie(y) - Margaret   Margy(ie) - Margaret  Matt(y)(ie) - Matthew   Mike - Michael   Nick - Nicholas   Peggy - Margaret   Phil - Phillip/Philip   Pete - Peter   Rick(y) - Richard  Ray - Raymond   Ron(ny)(ie) - Ronald, Veronica   Steve - Steven, Stephen   Tina - Christina  Tim(my) - Timothy   Tom(my) - Thomas  Tory(ie) - Victoria   Will(ie)(y) - William  Vic - Victor   Vin(nie)(ny) - Vincent  Val - Valerie","SocietyCulture"
"And how many miles do people generally drive for their commute? Is this different in Europe?","From the U.S. Census Bureau American Community Survey:    Average Travel Time to Work (In Minutes)  United States 24.4 minutes – 2002    See data for individual States here:  http://www.census.gov/acs/www/Products/Ranking/2002/R04T040.htm      Average Travel Time to Work (In Minutes)  United States 24.3 minutes – 2001    See data for individual States here:  http://www.census.gov/acs/www/Products/Ranking/SS01/R04T040.htm      Average Travel Time to Work (In Minutes)  United States 24.4 minutes - 2000    See data for individual States here:  http://www.census.gov/acs/www/Products/Ranking/C2SS/R04T040.htm    24.4 minutes    “The average time it takes to commute to work. New York City residents  spend an average of 38.4 minutes getting to work each day — the  equivalent of one full week per year. “Big Apple�? residents endure the  longest commute time of any city with a population of 250,000 or more.  Nationally, the daily commute takes an hour or more for 7 percent of  workers.�?  http://www.census.gov/Press-Release/www/releases/archives/facts_for_features_special_editions/002264.html      “New York City residents spend an average of about one full week a  year getting to work — the longest commute time in the nation among  large cities, according to a new ranking of American Community Survey  data released today by the U.S. Census Bureau.    New York City residents take an average of 38.4 minutes to get to work  each day — more than five minutes longer than Chicagoans, who face a  commute of 32.7 minutes.�?    Tha National average is 24.4 minutes.    U.S. - Census Bureau   http://www.census.gov/Press-Release/www/releases/archives/american_community_survey_acs/001695.html      “Information released by the Census Bureau shows that commuting times  are increasing across the country as more people are spending more  time alone in their car. Average commute times to work in the U.S.  increased an average of 3.1 minutes, from 22.4 to 25.5 minutes, from  1990-2000 according to Census numbers.�?    The Loma Prietan  http://lomaprieta.sierraclub.org/lp0207_CommuteTime.html      ----------------------------------------------------------------      “British commuters have the longest journeys to work in Europe with  the average trip taking 45 minutes, according to a study. That is  almost twice as long as the commute faced by Italians and seven  minutes more than the European Union average, the RAC Foundation  said.�?    European commutes :    Italy: 23 minutes   Spain: 33 minutes   France: 36 minutes   EU average: 38 minutes   Netherlands: 43 minutes   Germany: 44 minutes   UK: 45 minutes     BBC News: July 2003  http://news.bbc.co.uk/1/hi/uk/3085647.stm      UK- trends    “Over the past decade the National Travel Survey has recorded a 6%  increase in commuting (as measured by passenger km). The average  distance people travel to work has gone up 17% to 8.5 miles. Average  commuting times have risen slowly over the past 10 years but it is not  clear how much this is due to slower travelling speeds and how much to  people travelling further to work.�?    RAC Foundation  http://www.racfoundation.org/our_research/Commutepaper.htm    Read the full text of this RAC Foundation report here.  http://www.racfoundation.org/our_research/Commutepres.pdf","CarsTransportation"
"How do I get a sticker off of a car window (plastic part)? Nail polish remover seems risky?","Goo Gone is a fantastic product (available at Target and most any hardware store or drug store) and works amazingly well on even pesky sticker residue. Soak the area, and wipe it away. It might take repeated applications, but you can remove the sticker without scratching, and without leaving a gooey residue.    Note that Goo Gone can affect some surfaces, including some plastics, so you should be careful, especially if it is clear plastic. I've used Goo Gone many times on plastic glassic and CD cases, so it will certainly work on many plastics, but you should be careful.     In the event that Goo Gone seems too risky, you can frequently remove just the adhesive residue using plain old Scotch tape. Remove as much of the sticker as possible (the paper/plastic backing) and then apply tape to the sticker residue firmly. Pull the tape off sharply, and some of the residue will come with it. This is a slow process so only do it if the area is relatively small, however, I frequently use this tactic for price tags and the like and it is surprisingly effective.","CarsTransportation"
"How do you calculate it? <br><br><br>http://www.sfu.ca/~goddyn/Sci010/010Lec10/eg.html","Seems like your link answers your question... Perhaps you're looking for a more general equation than the one for geosynchronous orbits? If so, then the altitude depends on the velocity of the satellite. If a satellite is moving fast enough, it can hold any altitude. The general equation to calculate altitude is r^3 = (T^2)*G*M/4(pi^2) - where G*M is the gravitational constant times the mass (M) of the body being orbited, anf T is the orbital period, which is the time it takes the satellite to fully orbit the body being orbited. The included link gives values for G*M for the various bodies in our solar system.","ScienceMathematics"
"I'm confused, some people say a lot, other say just a little.","Per Serving -  Coffee　40mg  Green Tea　　　150mg  Black Tea　　　50～60mg  Coke　40～60mg  Cocoa　　10～20mg    But - as you may know, there are a lot of different kinds of green tea, and the caffeine content differs by tea leaf type, as well as drying method. So tea from roasted rice, is of lesser caffeine content than coffee.    Also - caffeine in green tea is supposedly a better caffeine than the one in coffee.     If you read Japanese --  玉露；2.90-4.04%�?煎茶；2.77-3.49%�?番茶；2.02%�?  �?��?��?�茶；1.93%�?抹茶；5.38-6.36%�?白茶；4.02%�?  黄茶；4.01%�?ウーロン茶；2.34%�?  プアール茶；1.31-3.4%","FoodDrink"
"What is the common thought here?","I would say a good majority are, but the question is whether the steroid is considered a performance enhancing steroid or not. Andro was legal while Mark McGuire was using it, but subsequently banned. BALCO was reported to manufacture steroids that are desgined to avoid being detected during testing.","Sports"
"I'd like to set the value of a cell based on the whether another cell contains a certain string. <br><br>For example, if the word in cell A1 contains the blah string, then set this cell equal to 1. <br><br>Does anyone know how to do this?","Your best bet is to use an IF statement. And IF statement returns one value if a condition you specify evaluates to TRUE and another value if it evaluates to FALSE. The format for an IF statement is...    If(logical_test, value_if_true,value_if_false)    So in your case you might do something like this in the cell you want to be populated based on the contents of A1...    If(A1=blah, yes it does, no it does not)    If A1 could contain other text other than blah and you want to check for that you could do something like...    =IF(ISNUMBER(FIND(blah,A1)),OK, Not OK)    This will check all the text in A1 for the string blah and return OK if it finds something and NOT OK if it doesn't.    Check the online help of Excel for more information and syntax for the IF and FIND statements. I bet one of them will do what you are looking for.    SR","ComputersInternet"
"Why is Dick a shortened version of the name Richard?","There doesn't seem to be a consensus on this.     From http://www.searchforancestors.com/surnames/origin/d/dick.php:   It may come from the Dutch Dyck, a bank or dike, a bulwark thrown up in the Low Countries against the sea or rivers to prevent inundation.    According to http://www.mybirthcare.com/favorites/M/English/meaning.asp?name=Dick  Rhyming nickname from medieval times. Richard 'strong ruler' was shortened to Rick then rhymed to Dick.    I trust The Straight Dope in all things, and according to them, over the years Dick has meant a riding whip, an apron, abbreviation for dictionary, a policeman, a declaration, and (of course), the penis.   http://www.straightdope.com/mailbag/mspotteddick.html","SocietyCulture"
"If my high school grades are so-so, should I go to community college before a 4 year college?","Most state universities will have transfer agreements with local community colleges, so spending all four years in one place is not a prerequisite to earning your diploma there. Additionally, you may find that getting into general ed classes at some state universities is quite difficult, while the equivalent courses at a community college are plentiful and offered at more convenient times.     I know many people who have saved a lot of money and have been quite successful spending a couple of years in community college and then transferring to a four-year university. Good luck, whatever you decide!","EducationReference"
"Should I buy an electric mower or a gas powered mower?","Depends on the size of the yard and the type of mower you can by. Honda (the vaunted HR215 series) makes the best gas mowers by far, and electrics are to be avoided unless you can get a high end cordless one. We have a husqvarna rechargable mower which works great but is impossible to find now. It failed in the marketplace due to its extreme cost, but it is a great electric mower. For a medium to small yard it is great.    In terms of pollution, it's hard to derive based on the numerous methods of electricity generation used in this country. Honda mowers are cleaner than most, however.","HomeGarden"
"Is it possible to know for sure?","In my experience you just know. It's a long term feeling of always wanting to share each new experience with the other person in order to make them happy, to laugh or to know what they think about it. It's jonesing to call even though you just got off an hour long phone call with them. It's knowing that being with them makes you a better person. It's all of the above and much more.","FamilyRelationships"
"I'm travelling to China in October and I'd like to know where can I get the best exchange rate for US Dollars for Chinese Yuan. Should I do this in the airport? hotel? or find private entrepeneur on the street? <br><br>Thanks.","You are best off bringing your ATM card and withdrawing money froma machine at the airport when you get there. By using the ATMs you get the wholesale banking rate for that day, which means that you will get a better exchange rate than going those exchange shops or from dealing with travellers checks. The only thing to watch for is the user fee you may get charged by the machine operator as well as your bank, but this happens even domestically. Any user fee ($1-2) will typically offset by the convenience factor in my opinion.","Travel"
"I've wondered about wearing black for mourning in the western countries(like US) and black is also the most popular color for evening formal wear, celebratory events (parties, dinners etc. Is there a sigificance to the color black in being appropriate for mourning and celebration?","Color is often associated with the reflection of one's mood, taste, style, especially in social gatherings. Given this, any color worn other than white or black are going to reflect one's cheerful moods or their taste. This is true in some asian countries. Given this we are only left with white or black.  In India, people often times wear white during funerals and deaths. You can watch this on Television whenever a celebrity dies and people gather dressed in White. Reason for choosing white is that it's BLAND - not cheerful, not colorful, just plain mood. In the olden days (about 50 years or back) widows used to wear white dress as well - reflective of lack of cheerful life due to loss of their husband.    Seems like in USA the culture is to use Black to reflect lack of cheer, giving conservative look.  So, people wear black or grey suits for interviews, where they need to project their conservative behavior as in displaying quiet, modesty, down-to-earth attitude.    I also believe black might have been chosen as it absorbs all the light and doesn't reflect back any thing - thereby giving a constant lack-of-color-mood in all environments.","SocietyCulture"
"I would like to start a blog and I would like to have recommendations on which blog website to use, with best functionalities, advertising opportunities on the site, traffic, etc? Thanks!","It really depends on your level of tech proficiency. If you don't know HTML, www.blogger.com is really simple to use. If you want to do a lot of customization, www.typepad.com is probably better.","ComputersInternet"
"puppies sniffing my guest","That is how dogs greet each other. Apparently the anal gland of every dog has a unique scent, and that's how they recognize each other. Your dog sniffing the privates of your guests is the result of canine instinct and is completely normal. The dog will not outgrow this behavior but like most behaviors, can be shaped so that your dog does not do this.     To stop this, NEVER react by yelling when your dog greets people in this manner. Believe or not, this is a reinforcing behavior since dogs generally interpret any strong response as a good one. Next time your dog does this, make sure your guests turn around and walk away from your dog. Dogs do not like being ignored and will generally stop behavior that results in a lack of attention.","Pets"
"i have a really bad one now so wondering","There are several possible causes for headaches. According to a Chiropractor friend of mine, dehydration is a major cause. For example, too many Margaritas one night can leave you seriously dehydrated, hung over and with a headache the next day.    Other causes are stress, allergies, etc. Dr. Hoffman's reference below explains some of these in detail.","ScienceMathematics"
"The whole Katrina/New Orleans thing has been bungled on so many different levels it boggles the mind. But one issue, in particular, simply blows me away every time I think about it: <br><br>Why did it take so long to send buses to get folks out of the Superdome and Convention Center?! <br><br>We move 50-60,000 people out of stadiums literally every day in America. And given the road to the Superdome remained open, at least as I understand it, I simply can't comprehend why 2000 buses weren't sent to New Orleans within 1-2 days. <br><br>While that may seem like a lot of buses, it's not much more than the number of school buses and public buses in most major cities. So why weren't all buses in cities commandered and sent into action as rescue vehicles. <br><br>Does anyone have a cite to an article that specifically addresses that issue?","I don't have an article, but I was listening to NPR last night, and the commentator was saying the evacuation was really bungled due to an organization and communication problem. No one took charge and said, hey I'm running the show, get 2000 buses and send them down, because no one felt they were in charge. FEMA, State & local police, National Guard, all were not sure what the other guys were doing and so waited for overall direction, which never really came.","PoliticsGovernment"
"Which hotel on the Strip is the best for a family with 2 young kids in Las Vegas?","A good about.com article. Depends on how much you want to spend","Travel"
"Can anyone recommend the best Indian restaurant in the South Bay for take-out chaat?","For the best chaat in Northern California, it has to be Vik's Chaat Corner in Berkeley--all the Indians I know are willing to make the drive specifically to eat at this bare-bones/warehouse establishment: http://www.vikdistributors.com/chaat/chaatMenu.html    For a place in the South Bay, Dana Bazar in Fremont also does excellent chaat. It's buried in the back of an Indian market, which adds to the charm.  Address: 5113 Mowry Ave., (at Blacow) Fremont","DiningOut"
"I have an iPod photo 30GB but am considering selling it to switch to Yahoo! Music Unlimited. Any recommendations on the best players that are compatible with the subscription service YMU? Looking for similar 30GB capacity. Color and ability to capture / show digital photos like the iPod photo would be desirable features.","You should definitely check out Creative's new Zen Vision. I don't have that model (it's new), but I have the Creative Zen Micro and like it a lot.","EntertainmentMusic"
"Seems like every time we have a hot spell, people say it's global warming. When it gets cold they never talk about global cooling. Aren't we just seeing normal temperature fluctuations? Isn't it true that if the the planet was actually getting warmer more water would evaporate into the atmosphere, creating clouds and cooling things down again?","It's absolutely true that our recorded experience of the Earth's weather patterns is extremely limited. It's also true that through studies of geology, tree ring signatures, ice cores, and like, we see strong evidence that the Earth has had many, many cycles of hot times and ice ages.    Most scientists I've read on the subject agree that there are typical cycles and that we are likely in a cycle that is moving from cold to warmer since the last ice age. They also think that as the Earth gets warmer it typically then gets colder soon after because of evaporation, clouds, changes to winds & ocean currents, etc. Many scientists also believe that this trend does occur naturally and independenly of man. That said, many believe that we are accelerating it, and that's the big concern. They're worried that the acceleration could trigger large-scale changes more quickly than they would normally happen. And, faster changes mean that life might not have enough time to adapt.    For example, there's pretty strong evidence that a ~5 degree increase in the temperature of our polar waters could seriously impact the yearly cycles of algae/plankton blooms that form the basis of the ocean food chain. If this occurs over, say, 12,000 years, the algae/plankton would likely adapt and still bloom, or even move and bloom elsewhere. If it happens over, say, 100 years, the algae/plankton might not be able to adapt, and the snowball effect of such a loss could cascade through the entire ocean and land-based ecologies disrupting semi-stable systems in a catastrophic way.    So, the issue is not that we don't know about and expect *natural* global warming, it's that we don't know what happens if said global warming happens more quickly than it would naturally. And, as they say, what you don't know can kill ya.","Environment"
"And what each one’s specialty? Meaning – what area each one is famous in being the best among the California’s College","Best really depends on what you want. For example, UC Berkeley is generally considered the best public university because it is the most competitive and probably has the highest number of faculty with various honors such as Nobel Prizes. But if, for example, you're interested in veterinary medicine or oenology (science of winemaking), UC Davis is better. If you want a greater focus on undergraduate education, many students prefer UC Santa Cruz.    In addition to the other private universities that have been mentioned (Stanford, Caltech, and USC), there is a group of small private colleges called the Claremont consortium that is very highly rated. It includes Pomona College, Scripps College, and Harvey Mudd College. Each of these colleges has a special focus, but students in all of them get to share facilities and cross-register for classes.","EducationReference"
"Can anyone give any suggestion?","Growing Vanilla is non-trivial. It's an orchid vine that originated in the rainforests of southeast Mexico, so requires a consistent tropical environment to grow well. As a result, most people grow them in greenhouses where they can control the temp, shade and humidity (for example, they don't like temperatures under about 55 degrees F, so no outside growing in California).    On top of the greenhouse, the pollination process as well as the harvesting & preparation are extremely time intensive. I.e., you will need to be the bee (using a syringe) and then time the harvesting just right to get the beans before they open so the vanilla isn't lost.    If you're serious about giving it a try I'd suggest that you drill around Amazon for a book on it to make sure and get all of the details just right.","HomeGarden"
"i heard about those, but have just a vague understanding about them.","The source of Gamma Ray bursts is currently unknown. They are a surprising phenomenon because gamma rays are so powerful that very few events could cause them. They have also only been recently discovered by projects like the Compton Gamma Ray Observatory, and appear to be coming from all directions, not just in the galactic plane.    This would indicate a phenomenon that has extra-galactic origins... for example, activity inside of an active galactic nuclei, or quasars.    Because they happen at random intervals, abd are ephemeral (often just a few seconds), and the scopes used to capture them are not tightly directional, we don't have any instruments currently that can figure out exactly what they are. For now that means, the best we can do is hypothesize based on what cosmic events we believe are of the appropriate magnitude to tigger gamma rays.","ScienceMathematics"
"How much do parking tickets cost in San Francisco?","From http://www.sfgov.org  The fines range from $35 (not curbing your wheels) to $500 (misuse of a handicap placard).     A PDF of all the fines can be found at   http://www.sfgov.org/site/uploadedfiles/dpt/CitationPenaltyScheduleFull-%2007.11.05.pdf     You can pay your tickets online at http://services.sfgov.org/PTP-MultipleCitations/intro.asp","Travel"
"who would you like to be superman spiderman or mightymouse?","MM has always been a god to me! First, he's the only major superhero with artistic talent (singing). Second, while Superman and Spidey are your typical privileged middle-class white male superheroes, MM has risen above the persecution heaped on his mouse ethnicity by cats, humans, elephants, and other species to gain equal status in the superhero pantheon. Third, his super feats are all the more impressive given that he is mouse, not man. And lastly, he is the only superhero to have a namesake computer peripheral.    HERE I COME TO SAVE THE DAY! ...doesn't that just say it all, superhero-wise?","BusinessFinance"
"Can you make a day trip out of visiting the Hoover Dam from Las Vegas? Anything else to do there","You can go to Lake Mead Recreation Park along with the Hoover dam.    You can also have a 5 hour ride and go to the Grand Canyon, but if you are planning on getting back to Las Vegas on the same day then it makes it a very long day. There are bus tours that take you to the Grand Canyon, so you don’t really have to drive","Travel"
"Whereas reading books isn't in general (no doubt there are some avid readers but I am talking about the majority).","I'd say that TV is more popular than books because it is multimedia and much more closely matches how we normally take in information. TV is video and audio. You can see and hear it and thus more information can be squeezed into a short amount of time while also giving a much richer experience. Next time you're watching TV, consider how much you would have to write just to completely describe a single frame.    Last, TV is also much easier because it's a passive medium. Reading requires your brain to work harder to both read the words and then interpret them into visuals. TV is already visual and can be watched with much less focus & energy.","ScienceMathematics"
"The rest of the world call this game 'football', which is self explanatory...","In the early days of this game, an association was set up in England to codify the rules. The game was sometimes referred to as association football, probably to distinguish it from other variations. association was abbreviated to assoc., so the game was nicknamed soccer.    Since the term football was already used in the U.S. to describe a different game, the name soccer stuck here.","Sports"
"Just catching up with the latest geography. <br><br>[expecting an email notification when this question expires]","Sucre is the legal capital, though the government sits in La Paz","ScienceMathematics"
"Why is it so foggy in San Francisco?","It isn't as foggy as you might think. Spring and Fall are quite temperate, and San Francisco is renowned for it's Indian Summer in September. However, Mark Twain had a point when he said The coldest Winter I ever spent was Summer in San Francisco.    This is because the warm air from inland (where it gets quite hot in the Summer) clashes with the cold air from the surrounding Pacific Ocean and the SF Bay. When that happens, fog forms. Further explanation from http://kids.earth.nasa.gov: At night, the ground surface cools by radiating heat to space. Air near the ground cools to the dew point temperature, causing water in the air to condense.    Sure it's cold, but fog can be quite beautiful and atmospheric. Just look at the pictures on http://www.goldengatephoto.com/sanfran/thefogrollsin.html Lovely!","ScienceMathematics"
"Why does it seem that most of the diets don't work on over weight people?","I think that the main reason is that obese people should be treated as drug addict. The main problem is that both obese and drug addicts have habits that causing them to either eat or do drug. Both of them also have physical addiction that needed to be treated accordingly. Only after facing those two major factors it will be the time for diets.   Another major issue is that the society actually unknowingly supports obesity; let me give you an example- today in the US, an obese person can claim disability and get welfare. By that, the government actually encourages obesity. Why would someone even try to get better?   Authorities should condition those allowances: if you lose weight over a specified period you will continue getting it. If you did not lose weight you lose the allowance.  We should always keep in mind that obesity costs a lot more then just the allowance that the obese person gets. There is the health costs, taxes lost and so on.  I say- do what you can to leave healthy life, and don’t give up","Health"
"Is it true that there are no longer cheap buffets in Vegas hotels like in the old days?","Yes, it is true that buffets are not cheap anymore. The primary reason for that is the standard and cost of living in LV has gone up. It's probably one of the fastest growing (grown) cities in recent months. Real Estate prices have more than doubled - tripled almost in some cases.","Travel"
"And with which one you had a bad experience?","Costco gives some of the best rates.     The service is very good, too. There was this time when I couldn't start my car. Since it's a certain European car, it couldn't be jumpstarted by a friend's car. Only a tow truck had enough power to jumpstart it. I called the Costco auto assitance. Not only did they send a tow truck quickly, but they also called to follow up on whether the problem was fixed or not. Highly recommend it!","BusinessFinance"
